sample_id,min_f0,mean_f0,max_f0,f0_range,hnr,mean_f1,mean_f2,rms_mean,rms_std,rms_min,rms_max,rms_dynamic_range,odd_ratio_1,even_ratio_1,odd_ratio_2,even_ratio_2,min_f0_normalized,mean_f0_normalized,max_f0_normalized,f0_range_normalized,hnr_normalized,mean_f1_normalized,mean_f2_normalized,rms_mean_normalized,rms_std_normalized,rms_min_normalized,rms_max_normalized,rms_dynamic_range_normalized,odd_ratio_1_normalized,even_ratio_1_normalized,odd_ratio_2_normalized,even_ratio_2_normalized,jvs_id,Male_or_Female,filepath
11,67.9007974263263,169.39692436422300,267.9630157410080,200.0622183146810,16.658699686588400,698.5416864897760,1772.2539516234100,0.0314253568649292,0.026552271097898500,0.010252444073557900,0.10483195632696200,20.193325631287000,84.48420839252530,15.51579160747480,80.12773191150610,19.87226808849390,0.16930280199270700,0.9932991596024740,1.179630157410080,1.0651182417549800,1.3990439623906000,1.7080357992419000,1.7157422675707300,0.3382951083936190,0.5517423699299490,0.3501629382371900,0.3655463755130770,1.0193325631287000,2.555639032424240,0.4443609675757580,2.4222775074950800,0.5777224925049170,jvs011,M,./dataset/jvs_ver1/jvs011/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
12,67.3802690544882,129.07266901324600,199.55414145558100,132.17387240109300,15.020611612941400,729.4052742931760,1789.1045940387500,0.03044809028506280,0.0276851337403059,0.0107498774304986,0.09170373529195790,18.619670266153500,63.40800782247330,36.59199217752670,59.983268035484300,40.016731964515700,0.15814862259617600,0.5452518779249530,0.49554141455581300,0.4081342490428370,1.2024733935529700,1.8403083183993200,1.7454786953624900,0.32286458344836000,0.5895044580101970,0.38332516203324000,0.2780249019463860,0.8619670266153460,1.910449219055300,1.089550780944700,1.8056102459842100,1.1943897540157900,jvs012,M,./dataset/jvs_ver1/jvs012/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
13,76.11040824264840,168.86510465306500,244.61765246076600,168.50724421811700,15.51442821450450,784.0278135672990,1817.0071718736800,0.043104562908411000,0.03798701986670490,0.011249790899455500,0.1280948370695110,21.12774350725900,58.53640706739820,41.46359293260180,65.70914296039860,34.29085703960140,0.34522303377103700,0.9873900517007170,0.9461765246076580,0.7597475246914590,1.2617313857405400,2.0744049152884300,1.7947185386006100,0.5227036248696480,0.9329006622234980,0.4166527266303700,0.520632247130076,1.112774350725900,1.761318583695860,1.238681416304140,1.9808921314407700,1.0191078685592300,jvs013,M,./dataset/jvs_ver1/jvs013/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
14,125.24479950128300,294.66890952120500,466.85192598918400,341.6071264879010,18.308892092796300,801.012856912993,1771.254716948920,0.034028537571430200,0.025700384750962300,0.01118476688861850,0.09229494631290440,18.33101968996020,74.44601874850290,25.55398125149720,62.98438231812130,37.01561768187870,1.3981028464560700,2.3852101057911700,3.0,2.4349076756893600,1.597067051135550,2.1471979581985400,1.713978912262790,0.3793979616541610,0.5233461583654080,0.4123177925745650,0.2819663087526960,0.8331019689960230,2.248347512709270,0.7516524872907290,1.89748109137106,1.10251890862894,jvs014,F,./dataset/jvs_ver1/jvs014/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
15,73.38610571192720,256.7877999361410,344.1019563970050,270.71585068507800,18.102441095731000,743.6373757339020,1828.4994527400700,0.0414511077105999,0.030686018988490100,0.010229946114122900,0.10031198710203200,19.82958974886950,83.39543815556140,16.604561844438600,75.09836058799880,24.90163941200120,0.2868451223984390,1.9643088881793400,1.941019563970050,1.7488630711459200,1.5722929314877200,1.9013030388595800,1.814999034247180,0.49659643753578800,0.6895339662830030,0.3486630742748580,0.335413247346878,0.982958974886946,2.5223093312927000,0.47769066870730300,2.2683171608571100,0.7316828391428950,jvs015,F,./dataset/jvs_ver1/jvs015/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
16,75.59526253427230,217.18317196578800,308.1447788607780,232.54951632650500,18.566189391309700,701.6066331694260,1756.0957208954500,0.05148910731077190,0.0373355932533741,0.010771146044135100,0.13152527809143100,21.734946285371400,76.9097018713844,23.0902981286156,86.06841792944440,13.931582070555600,0.3341841971629770,1.524257466286530,1.581447788607780,1.3795114483210200,1.6279427269571600,1.7211712850118200,1.6872277427566700,0.6550911680648200,0.9111864417791370,0.3847430696090060,0.543501853942871,1.1734946285371400,2.3237663838178900,0.6762336161821100,2.6041352427380900,0.39586475726190700,jvs016,F,./dataset/jvs_ver1/jvs016/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
17,134.70668409334700,228.57489197703600,314.33718774138000,179.63050364803300,18.278482561866400,754.1652201702190,1698.0797551846500,0.04928595572710040,0.032133717089891400,0.011075793765485300,0.11072216182947200,19.99719392510300,84.05180486178050,15.948195138219500,82.16917429147750,17.83082570852250,1.6008575162860100,1.650832133078170,1.6433718774138000,0.8673919707874120,1.5934179074239700,1.9464223721580800,1.5848466267964400,0.6203045641121110,0.7377905696630480,0.4050529176990190,0.4048144121964770,0.9997193925102990,2.542402189646340,0.4575978103536570,2.4847706415758400,0.5152293584241580,jvs017,F,./dataset/jvs_ver1/jvs017/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
18,73.77967329691910,227.69038919863,335.7267781188630,261.94710482194400,19.86369104885870,755.5690871981710,1830.5849499806400,0.0464174821972847,0.04238254204392430,0.010978407226502900,0.15863125026226000,23.196988219199900,87.9821440277936,12.017855972206400,83.77415314562310,16.225846854377000,0.2952787135054100,1.641004324429220,1.857267781188630,1.6640042402123600,1.7836429258630500,1.9524389451350200,1.818679323495240,0.5750128767992320,1.079418068130810,0.39856048176686000,0.7242083350817360,1.3196988219199900,2.662718694728380,0.3372813052716250,2.5339026473149900,0.4660973526850090,jvs018,F,./dataset/jvs_ver1/jvs018/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
19,69.36717279862860,250.86394960216800,351.7206194517150,282.3534466530870,17.122608841143900,747.0162259488650,1811.4913766712000,0.03403019160032270,0.026218460872769400,0.010169720277190200,0.0952521413564682,19.431314803630400,83.45282576148150,16.547174238518500,93.60000786204540,6.399992137954560,0.20072513139918500,1.8984883289129800,2.017206194517150,1.8614849676105100,1.4547130609372700,1.915783825495140,1.7849847823609400,0.37942407789983200,0.5406153624256450,0.3446480184793470,0.3016809423764550,0.9431314803630430,2.524066094739230,0.47593390526077200,2.834694118225880,0.1653058817741190,jvs019,F,./dataset/jvs_ver1/jvs019/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
20,71.74831248134180,148.13057484598700,224.07117510338000,152.32286262203800,13.503413711237600,729.3192860389260,1751.7962614088600,0.03465888649225240,0.027566611766815200,0.012161165475845300,0.09387607872486120,17.751594851503700,63.293619870979200,36.70638012902080,48.48535915020380,51.51464084979620,0.2517495531716110,0.7570063871776360,0.7407117510338010,0.6031244769874670,1.0204096453485200,1.8399397973096800,1.6796404613097500,0.3893508393513530,0.585553725560506,0.4774110317230220,0.2925071914990740,0.7751594851503690,1.906947547070790,1.0930524529292100,1.4536334433735900,1.5463665566264100,jvs020,M,./dataset/jvs_ver1/jvs020/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
21,62.96264983625750,98.68791109453170,142.42547746421600,79.46282762795810,14.175754789634900,699.1406443428250,1718.0255028800500,0.028609326109290100,0.02560512162745000,0.010167908854782600,0.10262792557478000,20.08067812050960,50.50845308743440,49.491546912565600,47.24741557426250,52.75258442573750,0.06348535363408820,0.20764345660590800,0.0,0.0,1.1010905747561900,1.710602761469250,1.620045005082450,0.29383146488352800,0.5201707209150000,0.3445272569855050,0.35085283716519700,1.008067812050960,1.515564890431670,1.4844351095683300,1.4157372114570100,1.5842627885429900,jvs021,M,./dataset/jvs_ver1/jvs021/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
22,64.32637335656200,131.76619893036400,200.42305877038800,136.09668541382600,14.966244445100300,673.9729567754990,1713.3465624508700,0.03634830564260480,0.031489960849285100,0.010361140593886400,0.11551642417907700,20.944723399518400,75.23552003035280,24.764479969647200,57.75984118908040,42.240158810919600,0.09270800049775630,0.5751799881151610,0.5042305877038830,0.4460969556176740,1.195949333412030,1.6027412433235700,1.611788051383890,0.41602587856744500,0.7163320283095040,0.3574093729257580,0.4367761611938480,1.0944723399518400,2.2725159192965100,0.7274840807034870,1.7375461588494000,1.2624538411506000,jvs022,M,./dataset/jvs_ver1/jvs022/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
23,65.39771610127530,135.99154427472500,195.19109072935200,129.79337462807700,12.552767894385700,820.5170902230150,1982.768568204380,0.02594817988574510,0.019286900758743300,0.010196357034146800,0.06134871020913120,15.587208046550300,58.2217584399927,41.7782415600073,65.69866035311490,34.30133964688510,0.11566534502732800,0.6221282697191660,0.45191090729352100,0.38509717382009800,0.9063321473262780,2.2307875295272100,2.0872386497724400,0.251813366617027,0.3095633586247760,0.34642380227645200,0.07565806806087490,0.5587208046550340,1.7516864828569200,1.2483135171430800,1.9805712352994400,1.0194287647005600,jvs023,M,./dataset/jvs_ver1/jvs023/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
24,86.4399611017161,259.85026883057500,385.89848535212700,299.45852425041100,18.074731858515700,832.0935620777330,1821.948984362870,0.026477741077542300,0.022878648713231100,0.010862020775675800,0.08290810883045200,17.653727593728400,71.57963301801170,28.420366981988300,53.6312697794402,46.36873022055980,0.5665705950367730,1.9983363203397200,2.3589848535212700,2.02701797661688,1.5689678230218900,2.280400980333140,1.8034393841697700,0.260174859119089,0.42928829044103600,0.3908013850450520,0.21938739220301300,0.7653727593728410,2.1606010107554600,0.8393989892445400,1.6111613197787800,1.3888386802212200,jvs024,F,./dataset/jvs_ver1/jvs024/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
25,76.45451008794550,241.86620130367500,340.4390871746490,263.98457708670400,19.10029615741880,737.8396872935740,1759.2104844448300,0.032022833824157700,0.026355545967817300,0.010224544443190100,0.0955277755856514,19.409713961275200,85.59646126102200,14.40353873897800,67.22517202696360,32.77482797303650,0.3525966447416900,1.7985133478186100,1.904390871746490,1.6837217137422900,1.6920355388902600,1.8764558026867400,1.6927243843144000,0.3477289551182800,0.5451848655939100,0.3483029628793400,0.3035185039043430,0.9409713961275160,2.589687589623120,0.410312410376877,2.027301184498880,0.9726988155011160,jvs025,F,./dataset/jvs_ver1/jvs025/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
26,89.99507527538200,294.62652347716700,387.0976204007270,297.1025451253450,17.355019601352800,761.8089231347350,1818.0471878461300,0.03214363008737560,0.0203508622944355,0.010547314770519700,0.07560567557811740,17.108249825304900,77.52216541170380,22.4778345882962,71.27322922871210,28.72677077128800,0.6427516130439000,2.3847391497463000,2.370976204007270,2.0042181786323700,1.4826023521623300,1.9791810991488600,1.7965538609049400,0.3496362645375100,0.34502874314785,0.3698209847013160,0.17070450385411600,0.7108249825304890,2.3425152677052200,0.6574847322947820,2.1512213029197600,0.8487786970802430,jvs026,F,./dataset/jvs_ver1/jvs026/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
27,69.45789014726990,248.72519828070600,358.06363995369800,288.6057498064280,17.848556381561000,683.7641151743240,1845.8562587003100,0.04063998535275460,0.02711515873670580,0.010203390382230300,0.0972680151462555,19.584511012838900,81.59851767307200,18.40148232692810,84.70204362422190,15.297956375778100,0.20266907458435400,1.8747244253411700,2.0806363995369800,1.9219911271589800,1.5418267657873200,1.6447033507471000,1.8456286918240800,0.4837892424119150,0.5705052912235260,0.3468926921486850,0.31512010097503700,0.9584511012838950,2.46730156142057,0.5326984385794300,2.5623074578843400,0.4376925421156550,jvs027,F,./dataset/jvs_ver1/jvs027/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
28,69.36305891624900,120.47137020401700,184.04857512203400,114.68551620578500,16.23000243719650,551.683724275285,1583.8798061557200,0.04805479198694230,0.025759324431419400,0.01096286065876480,0.08909188956022260,18.198285518081200,51.96607341801880,48.03392658198120,53.50577493046610,46.49422506953390,0.20063697677676300,0.4496818911557460,0.3404857512203420,0.23889209231405100,1.3476002924635800,1.0786445326083600,1.3833173049806800,0.6008651366359310,0.5253108143806460,0.3975240439176560,0.2606125970681510,0.8198285518081210,1.5601859209597600,1.4398140790402400,1.6073196407285500,1.3926803592714500,jvs028,M,./dataset/jvs_ver1/jvs028/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
29,75.96416676133200,235.15415600219800,331.82783682912500,255.86367006779300,19.25974337748980,651.1389786408340,1745.905043329920,0.035969510674476600,0.028140589594841000,0.010190091095864800,0.09270243346691130,19.17826136380890,89.35316800684150,10.646831993158400,84.54033496758600,15.459665032414000,0.34208928774282800,1.7239350666910900,1.8182783682912500,1.6051322909786400,1.7111692052987800,1.5048813370321500,1.6692441941116300,0.410044905386473,0.6046863198280330,0.34600607305765100,0.2846828897794090,0.917826136380888,2.7046888165359700,0.2953111834640340,2.557357192885290,0.4426428071147140,jvs029,F,./dataset/jvs_ver1/jvs029/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
30,81.89136699392090,250.70812465904800,361.8490847449560,279.9577177510350,19.161660819220400,746.4907341535730,1843.7287712566800,0.04038331285119060,0.03845202922821050,0.010410782881081100,0.1261969953775410,21.671312512899500,72.3910568344346,27.608943165565400,76.63486995229630,23.365130047703700,0.4691007212983060,1.896756940656080,2.118490847449560,1.8383004943648600,1.6993992983064500,1.9135317178010300,1.8418743022176600,0.47973651870300900,0.9484009742736820,0.36071885873874000,0.5079799691836040,1.1671312512899500,2.185440515339830,0.8145594846601650,2.3153531618049900,0.6846468381950110,jvs030,F,./dataset/jvs_ver1/jvs030/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
31,63.629143591888800,128.30371232902500,191.9065719577410,128.27742836585200,14.54359219899400,674.2463914927410,1780.7545608587900,0.03738678619265560,0.025712061673402800,0.011224276386201400,0.08825129270553590,17.911254469008000,78.47772997142720,21.522270028572800,77.53382316709560,22.466176832904500,0.07776736268333220,0.5367079147669410,0.41906571957741300,0.37042672612115300,1.1452310638792700,1.6039131063974600,1.7307433426919900,0.4324229398840350,0.5237353891134260,0.4149517590800920,0.2550086180369060,0.7911254469008030,2.3717672440232800,0.6282327559767180,2.3428721377682300,0.6571278622317690,jvs031,M,./dataset/jvs_ver1/jvs031/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
32,64.23363710236490,157.37960351465700,255.17548344953800,190.94184634717300,12.862192488144800,698.8648847406910,1839.6419706271100,0.031072229146957400,0.02447122149169450,0.011287173256278000,0.07856724411249160,16.853126566114600,66.5858371931141,33.4141628068859,63.82726846564860,36.17273153435140,0.09072079505067600,0.859773372385078,1.0517548344953800,0.9768565775532860,0.9434630985773750,1.7094209346029600,1.8346623011066600,0.33271940758353800,0.4823740497231480,0.41914488375186900,0.19044829408327700,0.6853126566114550,2.0077297099932900,0.9922702900067110,1.9232837285402600,1.0767162714597400,jvs032,M,./dataset/jvs_ver1/jvs032/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
33,73.14193051603940,150.83248765378100,283.5567272082900,210.4147966922510,14.106444586850800,760.0406577710550,1838.0853477303400,0.03798975795507430,0.03662344440817830,0.011379322037100800,0.1362754851579670,21.566026972565700,73.6258920304508,26.374107969549200,46.96115794524890,53.03884205475110,0.28161279677227300,0.7870276405975640,1.335567272082900,1.1653044841185600,1.0927733504221000,1.9716028190188100,1.831915319524130,0.44194354665906800,0.8874481469392780,0.4252881358067190,0.5751699010531110,1.1566026972565700,2.2232415927689000,0.7767584072310980,1.4069742228137400,1.5930257771862600,jvs033,M,./dataset/jvs_ver1/jvs033/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
34,68.93849204684620,125.56536222434800,215.95435765837100,147.01586561152500,14.261608278200900,744.64614190975,1863.234103641280,0.034307509660720800,0.028676873072981800,0.010086474008858200,0.08886341750621800,18.8996727510197,63.27829335070560,36.72170664929440,43.577376510995800,56.422623489004200,0.19153911528956100,0.5062818024927580,0.6595435765837070,0.5517664414018500,1.1113929933841000,1.9056263224703600,1.876295477014020,0.3838027841166450,0.622562435766061,0.3390982672572140,0.259089450041453,0.88996727510197,1.906478367878740,1.0935216321212600,1.3033890768672200,1.6966109231327800,jvs034,M,./dataset/jvs_ver1/jvs034/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
35,76.45158606291280,236.33570268875500,328.0138877665940,251.56230170368100,21.88559177560450,876.8348343780530,1990.3715336366800,0.027476459741592400,0.031146405264735200,0.012132931500673300,0.10396029055118600,18.6580347783176,82.39113883041400,17.608861169586000,90.26881490202910,9.731185097970950,0.35253398706241700,1.7370633632083900,1.7801388776659400,1.5635061455195000,2.0262710130725300,2.4721492901916500,2.1006556475941400,0.27594410118303800,0.704880175491174,0.4755287667115530,0.3597352703412370,0.8658034778317600,2.491565474400430,0.5084345255995730,2.732718823531500,0.2672811764684980,jvs035,F,./dataset/jvs_ver1/jvs035/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
36,159.47206360732600,281.6547864185420,370.5909819603640,211.11891835303800,17.513849182363800,859.9172446778750,1875.8860026685400,0.0304460097104311,0.024646619334816900,0.01064745057374240,0.07949817925691610,17.462230988419500,62.138223942912600,37.86177605708740,76.95234880463300,23.04765119536700,2.1315442201569800,2.2406087379838000,2.2059098196036400,1.172118564706820,1.5016619018836600,2.3996453343337500,1.898622357650360,0.3228317322699650,0.48822064449389800,0.3764967049161590,0.19665452837944000,0.7462230988419540,1.871578283966710,1.1284217160332900,2.325071902182640,0.6749280978173580,jvs036,F,./dataset/jvs_ver1/jvs036/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
37,63.13434137776960,109.55350236852000,168.70579588020500,105.57145450243500,13.707045658480200,652.3100737662170,1724.4214699012600,0.04276857152581220,0.028220558539032900,0.010822952724993200,0.10003500431776000,19.316124675617800,51.7202235332429,48.2797764667571,45.55333237574950,54.44666762425050,0.06716445809506370,0.3283722485391140,0.18705795880204600,0.150691495184855,1.0448454790176200,1.509900316140930,1.6313320057081100,0.5173984977759810,0.6073519513010980,0.38819684833288200,0.3335666954517360,0.9316124675617790,1.5526599040788600,1.4473400959211400,1.3638775217066200,1.6361224782933800,jvs037,M,./dataset/jvs_ver1/jvs037/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
38,80.011871787143,246.34371266570800,358.78365488445400,278.77178309731100,18.303327892476300,727.4907365787680,1868.8472488508800,0.03078979253768920,0.020061563700437500,0.010052112862467800,0.06485854089260100,16.19419636268030,80.237584424376,19.762415575624000,89.07654049868880,10.923459501311300,0.428825824010207,1.8482634740634200,2.0878365488445400,1.8268237073933400,1.5963993470971500,1.8321031567661500,1.886201027383910,0.3282598821740400,0.3353854566812520,0.3368075241645180,0.09905693928400670,0.6194196362680260,2.4256403395217100,0.5743596604782860,2.6962206275108800,0.3037793724891200,jvs038,F,./dataset/jvs_ver1/jvs038/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
39,74.23557608077150,260.98349638104200,391.89378142067000,317.6582053398980,18.90927441903090,763.2850370839860,1798.3574295914400,0.03335826098918920,0.02390025369822980,0.010235851630568500,0.07509853690862660,17.3101498781242,88.99858019323010,11.001419806769900,88.18195113127040,11.818048868729600,0.30504805887367400,2.0109277375671400,2.4189378142067000,2.203143922644180,1.6691129302837000,1.985507301788510,1.7618072286907800,0.3688146471977230,0.46334178994099300,0.3490567753712340,0.1673235793908440,0.73101498781242,2.6938340875478600,0.30616591245213900,2.668835238712360,0.3311647612876410,jvs039,F,./dataset/jvs_ver1/jvs039/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
40,77.79661535439380,251.079673639926,359.45498455317900,281.65836919878500,19.796398415613200,690.5520910438860,1789.1283333374900,0.04211168736219410,0.026733526960015300,0.013087390922009900,0.0986870527267456,17.548142079871400,70.63697750495630,29.36302249504370,80.03865410744670,19.96134589255330,0.38135604330843900,1.9008852626658400,2.094549845531790,1.8547584116011500,1.7755678098735800,1.6737946759023700,1.7455205882426300,0.5070266425609590,0.5577842320005100,0.5391593948006630,0.32458035151163700,0.7548142079871420,2.131744209335400,0.8682557906646040,2.419550635942250,0.5804493640577530,jvs040,F,./dataset/jvs_ver1/jvs040/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav
